reference_area,sex,year,total,0,1-14,15-24,15-29,<25,25-34,30-34,35-39,40-48,40+,49+,not_classiefied,,,
Finland,Total,2021,2573.4,349.2,196.9,,330.2,,,269.1,597.6,559.2,,178.7,92.3,,,
Finland,Male,2021,1339.7,156.4,90.9,,138.6,,,129.0,276.7,374.1,,134.0,40.1,,,
Finland,Female,2021,1233.7,192.9,106.1,,191.7,,,140.1,321.0,185.1,,44.7,52.2,,,
France,Total,2011,25719.8,3790.8,908.8,,3384.1,,,1897.6,8103.0,4493.6,,3141.9,,,,
France,Male,2011,13506.5,1770.0,255.9,,1159.7,,,743.9,4422.5,2846.8,,2307.6,,,,
France,Female,2011,12213.3,2020.8,652.9,,2224.5,,,1153.6,3680.5,1646.8,,834.3,,,,
France,Total,2012,25774.5,3704.0,904.3,,3591.9,,,1872.0,8268.6,4375.9,,3057.9,,,,
France,Male,2012,13483.9,1734.2,256.5,,1254.3,,,727.8,4525.9,2751.3,,2234.1,,,,
France,Female,2012,12290.6,1969.8,647.8,,2337.6,,,1144.2,3742.7,1624.7,,823.9,,,,
France,Total,2013,25785.3,3656.3,1092.6,,3675.6,,,2018.6,8147.5,4343.7,,2850.9,,,,
France,Male,2013,13434.1,1697.5,361.9,,1281.5,,,799.2,4469.0,2736.5,,2088.5,,,,
France,Female,2013,12351.2,1958.8,730.8,,2394.2,,,1219.4,3678.5,1607.1,,762.4,,,,
France,Total,2014,26376.5,3733.0,1067.4,,3884.8,,,2023.9,8351.4,4473.4,,2842.6,,,,
France,Male,2014,13661.1,1704.7,327.8,,1417.2,,,823.7,4514.7,2815.8,,2057.2,,,,
France,Female,2014,12715.4,2028.3,739.6,,2467.6,,,1200.2,3836.7,1657.6,,785.3,,,,
France,Total,2015,26423.7,3947.1,1028.0,,3781.5,,,2037.6,8314.4,4524.6,,2790.4,,,,
France,Male,2015,13658.2,1842.5,322.5,,1326.5,,,833.4,4482.1,2839.7,,2011.5,,,,
France,Female,2015,12765.5,2104.7,705.5,,2455.0,,,1204.2,3832.3,1684.9,,778.9,,,,
France,Total,2016,26583.8,3598.2,1067.5,,3631.3,,,1933.0,8739.6,4694.2,,2920.1,,,,
France,Male,2016,13761.3,1625.9,339.0,,1264.6,,,759.1,4754.3,2915.9,,2102.5,,,,
France,Female,2016,12822.6,1972.3,728.5,,2366.7,,,1173.8,3985.3,1778.3,,817.6,,,,
France,Total,2017,26803.1,3666.0,1033.2,,3710.1,,,2004.6,8883.7,4707.9,,2797.5,,,,
France,Male,2017,13882.6,1665.4,300.1,,1348.5,,,824.8,4842.2,2919.6,,1981.9,,,,
France,Female,2017,12920.5,2000.6,733.1,,2361.6,,,1179.8,4041.5,1788.3,,815.6,,,,
France,Total,2018,27022.1,3867.1,1081.9,,3616.9,,,1851.6,8858.2,4887.1,,2859.4,,,,
France,Male,2018,13969.0,1798.7,341.9,,1295.5,,,735.1,4750.6,3019.4,,2027.9,,,,
France,Female,2018,13053.1,2068.4,740.1,,2321.4,,,1116.5,4107.6,1867.7,,831.4,,,,
France,Total,2019,27132.7,3797.0,1049.2,,3685.9,,,2060.1,8762.0,4912.0,,2866.4,,,,
France,Male,2019,13969.5,1729.1,323.0,,1369.9,,,845.3,4696.8,2994.9,,2010.3,,,,
France,Female,2019,13163.2,2067.9,726.2,,2316.0,,,1214.8,4065.1,1917.1,,856.1,,,,
France,Total,2020,26995.3,5229.6,1134.8,,3443.2,,,1902.2,8105.3,4611.7,,2568.3,,,,
France,Male,2020,13885.3,2458.4,392.2,,1329.4,,,789.4,4295.2,2834.1,,1786.6,,,,
France,Female,2020,13110.0,2771.2,742.5,,2113.8,,,1112.8,3810.2,1777.5,,781.7,,,,
France,Total,2021,27727.6,4287.0,1128.9,,3489.8,,,1979.2,9264.7,5059.4,,2518.7,,,,
France,Male,2021,14159.2,1910.5,400.3,,1259.0,,,814.0,4931.4,3095.3,,1748.7,,,,
France,Female,2021,13568.4,2376.5,728.7,,2230.8,,,1165.1,4333.3,1964.1,,770.0,,,,
Gambia,Total,2012,544.3,35.1,31.4,,72.4,,,18.1,51.4,72.6,,263.2,,,,
Gambia,Male,2012,305.3,20.7,12.0,,24.3,,,8.3,23.4,38.8,,177.7,,,,
Gambia,Female,2012,239.0,14.3,19.4,,48.1,,,9.8,28.1,33.8,,85.5,,,,
Gambia,Total,2018,776.5,3.8,15.2,,41.3,,,17.7,45.6,76.7,,201.4,374.7,,,
Gambia,Male,2018,397.0,2.1,4.8,,15.3,,,9.0,23.5,46.8,,153.9,141.6,,,
Gambia,Female,2018,379.5,1.6,10.4,,26.0,,,8.7,22.2,29.9,,47.5,233.2,,,
Georgia,Total,2011,1664.2,,,,,400.9,622.8,,,289.2,,,5.4,,41.8,304.2
Georgia,Male,2011,868.9,,,,,163.0,329.0,,,175.4,,,1.3,,30.8,169.3
Georgia,Female,2011,795.3,,,,,237.9,293.8,,,113.8,,,4.1,,11.0,134.8
Georgia,Total,2012,1724.0,,,,,419.2,639.9,,,309.2,,,6.5,,43.9,305.3
Georgia,Male,2012,907.2,,,,,164.1,345.4,,,191.8,,,2.7,,33.1,170.1
Georgia,Female,2012,816.9,,,,,255.1,294.6,,,117.4,,,3.8,,10.8,135.3
Georgia,Total,2013,1712.1,,,,,389.1,595.4,,,325.1,,,8.2,,49.5,344.7
Georgia,Male,2013,900.7,,,,,149.7,322.1,,,194.9,,,3.8,,36.4,193.8
Georgia,Female,2013,811.3,,,,,239.3,273.3,,,130.2,,,4.5,,13.1,150.9
Georgia,Total,2014,1745.2,,,,,366.8,636.3,,,334.3,,,5.6,,45.7,356.5
Georgia,Male,2014,921.6,,,,,140.0,341.7,,,197.1,,,2.0,,32.6,208.2
Georgia,Female,2014,823.6,,,,,226.8,294.5,,,137.3,,,3.6,,13.1,148.3
Georgia,Total,2015,1779.9,,,,,343.7,703.4,,,359.7,,,8.2,,49.0,316.0
Georgia,Male,2015,938.9,,,,,134.8,373.0,,,210.1,,,3.3,,32.8,184.9
Georgia,Female,2015,841.0,,,,,208.9,330.3,,,149.6,,,4.9,,16.2,131.1
Georgia,Total,2016,1763.3,,,,,354.3,673.8,,,338.1,,,6.3,,55.5,335.3
Georgia,Male,2016,929.7,,,,,134.3,355.2,,,194.5,,,1.9,,40.8,203.0
Georgia,Female,2016,833.6,,,,,220.1,318.6,,,143.6,,,4.4,,14.7,132.3
Georgia,Total,2017,1706.6,,219.1,,343.4,,,119.0,100.6,465.6,,350.4,108.6,,,
Georgia,Male,2017,889.3,,85.5,,153.6,,,59.4,52.6,251.8,,232.7,53.6,,,
Georgia,Female,2017,817.4,,133.6,,189.8,,,59.5,48.0,213.8,,117.8,54.9,,,
Georgia,Total,2018,1694.2,,153.6,,331.3,,,123.9,97.7,479.0,,409.0,99.7,,,
Georgia,Male,2018,891.1,,57.6,,140.7,,,60.3,52.0,251.3,,278.7,50.6,,,
Georgia,Female,2018,803.1,,96.0,,190.6,,,63.6,45.7,227.8,,130.3,49.1,,,
Georgia,Total,2019,1690.2,,147.4,,328.8,,,118.6,93.3,507.1,,400.8,94.2,,,
Georgia,Male,2019,894.0,,55.2,,140.0,,,58.1,48.2,269.7,,275.6,47.1,,,
Georgia,Female,2019,796.2,,92.2,,188.8,,,60.5,45.1,237.3,,125.2,47.1,,,
Georgia,Total,2020,1689.2,,68.3,,159.3,,,59.9,59.8,427.7,,269.1,645.0,,,
Georgia,Male,2020,892.1,,31.1,,81.3,,,32.1,31.7,235.7,,187.4,292.8,,,
Georgia,Female,2020,797.1,,37.2,,78.0,,,27.9,28.1,192.1,,81.7,352.1,,,
Germany,Total,2011,38785.9,4132.9,3561.4,,4894.9,,,2606.5,5520.3,13608.1,,4461.7,,,,
Germany,Male,2011,20800.8,1985.5,1002.6,,1096.8,,,936.4,3129.2,9111.4,,3538.9,,,,
Germany,Female,2011,17985.1,2147.4,2558.8,,3798.1,,,1670.2,2391.1,4496.7,,922.8,,,,
Germany,Total,2012,39125.9,4452.7,3499.5,,5022.3,,,2721.0,5505.0,13547.4,,4377.9,,,,
Germany,Male,2012,21018.6,2172.6,1006.9,,1181.0,,,993.6,3143.5,9051.1,,3469.9,,,,
Germany,Female,2012,18107.4,2280.1,2492.7,,3841.3,,,1727.4,2361.6,4496.3,,908.0,,,,
Germany,Total,2013,39529.7,4680.4,3554.3,,5122.0,,,2793.8,5605.8,13607.3,,4166.1,,,,
Germany,Male,2013,21142.1,2280.7,1052.7,,1199.7,,,993.6,3183.6,9139.3,,3292.5,,,,
Germany,Female,2013,18387.6,2399.7,2501.7,,3922.2,,,1800.2,2422.2,4468.0,,873.6,,,,
Germany,Total,2014,39869.5,4708.7,3463.2,,5149.2,,,2825.2,5824.3,13859.4,,4039.6,,,,
Germany,Male,2014,21300.8,2263.6,1023.0,,1230.0,,,998.0,3300.2,9299.8,,3186.1,,,,
Germany,Female,2014,18568.7,2445.1,2440.3,,3919.1,,,1827.2,2524.1,4559.5,,853.5,,,,
Germany,Total,2015,40208.7,4802.9,3570.8,,5092.2,,,2797.1,5972.8,14128.0,,3844.9,,,,
Germany,Male,2015,21453.1,2293.4,1079.7,,1207.2,,,912.9,3402.4,9529.3,,3028.3,,,,
Germany,Female,2015,18755.6,2509.5,2491.1,,3885.0,,,1884.3,2570.4,4598.8,,816.6,,,,
Germany,Total,2016,41265.1,4684.3,3613.0,,5171.8,,,2928.3,6110.8,14932.7,,3824.3,,,,
Germany,Male,2016,22063.6,2214.0,1121.2,,1191.6,,,960.5,3459.4,10087.9,,3028.9,,,,
Germany,Female,2016,19201.5,2470.2,2491.8,,3980.2,,,1967.8,2651.4,4844.7,,795.4,,,,
Germany,Total,2017,41661.4,4985.5,3667.7,,5275.9,,,3065.7,6234.7,14874.0,,3557.9,,,,
Germany,Male,2017,22288.4,2370.2,1163.0,,1269.1,,,1044.8,3538.9,10092.7,,2809.7,,,,
Germany,Female,2017,19373.0,2615.3,2504.8,,4006.8,,,2020.9,2695.8,4781.3,,748.3,,,,
Germany,Total,2018,41912.8,4995.4,3615.6,,5334.9,,,3158.3,6410.3,14989.7,,3408.6,,,,
Germany,Male,2018,22393.6,2366.4,1161.7,,1278.8,,,1079.3,3645.0,10180.0,,2682.4,,,,
Germany,Female,2018,19519.2,2629.0,2453.9,,4056.1,,,2079.0,2765.3,4809.8,,726.2,,,,
Germany,Total,2019,42398.5,5104.6,3592.9,,5434.1,,,3313.0,6598.9,15099.2,,3255.9,,,,
Germany,Male,2019,22622.4,2432.0,1163.3,,1317.5,,,1113.5,3747.6,10295.6,,2553.0,,,,
Germany,Female,2019,19776.1,2672.6,2429.6,,4116.6,,,2199.6,2851.3,4803.5,,703.0,,,,
Germany,Total,2020,41474.3,5321.1,3815.6,,5690.3,,,3070.3,6745.1,14340.6,,2362.9,128.3,,,
Germany,Male,2020,22075.4,2571.6,1312.2,,1503.8,,,1023.8,3873.7,9858.3,,1865.6,66.3,,,
Germany,Female,2020,19398.9,2749.5,2503.4,,4186.5,,,2046.5,2871.4,4482.4,,497.3,62.0,,,
Germany,Total,2021,41500.0,5115.5,3594.5,,5708.0,,,3275.0,7006.4,14043.6,,2364.2,392.6,,,
Germany,Male,2021,22096.8,2323.8,1235.3,,1521.8,,,1160.9,4086.6,9720.0,,1841.9,206.5,,,
Germany,Female,2021,19403.2,2791.7,2359.2,,4186.2,,,2114.1,2919.8,4323.6,,522.3,186.1,,,
Ghana,Total,2013,12038.7,,1125.9,,1655.0,,,915.8,983.1,2584.8,,4162.3,611.8,,,
Ghana,Male,2013,5781.9,,497.8,,682.6,,,383.9,432.2,1318.3,,2207.9,259.3,,,
Ghana,Female,2013,6256.8,,628.1,,972.4,,,532.0,550.9,1266.5,,1954.4,352.5,,,
Ghana,Total,2015,8850.0,508.7,908.2,,2421.2,,,874.2,852.9,1547.8,,1737.0,,,,
Ghana,Male,2015,4130.4,217.2,352.7,,1019.7,,,400.0,385.5,821.6,,933.8,,,,
Ghana,Female,2015,4719.7,291.5,555.5,,1401.5,,,474.3,467.5,726.2,,803.2,,,,
Ghana,Total,2017,12106.3,25.1,1076.8,,1875.9,,,997.7,1034.2,2617.8,,3219.6,1259.1,,,
Ghana,Male,2017,5835.9,8.5,513.5,,784.2,,,434.5,473.8,1399.5,,1725.5,496.6,,,
Ghana,Female,2017,6270.4,16.6,563.3,,1091.7,,,563.2,560.4,1218.3,,1494.1,762.6,,,
Greece,Total,2011,4015.6,118.2,91.4,,368.5,,,295.1,262.1,2179.8,,624.8,75.7,,,
Greece,Male,2011,2373.7,52.1,40.8,,166.5,,,141.0,133.6,1336.9,,448.5,54.2,,,
Greece,Female,2011,1641.9,66.1,50.6,,201.9,,,154.2,128.4,842.8,,176.3,21.5,,,
Greece,Total,2012,3655.0,109.7,93.8,,359.4,,,260.4,131.5,2054.8,,589.7,55.6,,,
Greece,Male,2012,2150.7,49.9,42.6,,163.7,,,122.0,65.3,1240.5,,429.1,37.6,,,
Greece,Female,2012,1504.2,59.8,51.2,,195.7,,,138.4,66.2,814.3,,160.7,18.0,,,
Greece,Total,2013,3481.6,110.5,92.1,,360.5,,,255.4,79.8,1940.6,,593.1,49.8,,,
Greece,Male,2013,2053.1,51.1,45.8,,160.8,,,122.8,39.4,1164.4,,432.3,36.6,,,
Greece,Female,2013,1428.4,59.4,46.4,,199.7,,,132.6,40.4,776.2,,160.8,13.2,,,
Greece,Total,2014,3505.4,118.9,89.2,,396.9,,,285.3,76.7,1891.7,,599.6,47.1,,,
Greece,Male,2014,2043.8,54.3,40.8,,178.4,,,146.1,39.9,1113.9,,436.7,33.7,,,
Greece,Female,2014,1461.6,64.6,48.4,,218.6,,,139.2,36.7,777.8,,162.9,13.4,,,
Greece,Total,2015,3580.9,105.9,92.8,,412.9,,,310.2,75.1,1925.3,,612.1,46.6,,,
Greece,Male,2015,2074.3,43.5,38.8,,184.7,,,159.5,38.1,1133.4,,443.1,33.2,,,
Greece,Female,2015,1506.5,62.4,54.0,,228.1,,,150.7,37.0,792.0,,168.9,13.3,,,
Greece,Total,2016,3640.6,120.1,94.5,,410.1,,,277.9,84.9,1944.1,,653.8,55.3,,,
Greece,Male,2016,2115.4,47.9,41.2,,180.2,,,136.2,41.2,1152.0,,475.5,41.1,,,
Greece,Female,2016,1525.2,72.2,53.3,,229.9,,,141.6,43.6,792.1,,178.3,14.2,,,
Greece,Total,2017,3721.8,120.1,95.0,,414.4,,,279.6,84.4,2036.5,,627.1,64.7,,,
Greece,Male,2017,2167.7,50.4,41.9,,176.5,,,136.6,43.7,1212.1,,460.2,46.3,,,
Greece,Female,2017,1554.2,69.7,53.1,,237.9,,,143.1,40.7,824.4,,166.9,18.4,,,
Greece,Total,2018,3460.7,109.0,76.6,,389.6,,,271.4,76.2,1928.6,,550.4,58.9,,,
Greece,Male,2018,2029.8,44.4,31.8,,172.2,,,135.3,40.1,1153.9,,410.5,41.6,,,
Greece,Female,2018,1430.9,64.6,44.8,,217.4,,,136.1,36.1,774.8,,139.9,17.2,,,
Greece,Total,2019,3540.7,104.1,74.9,,407.9,,,274.7,71.7,2007.2,,540.1,60.1,,,
Greece,Male,2019,2040.6,43.8,29.9,,173.2,,,133.6,35.8,1186.3,,396.6,41.3,,,
Greece,Female,2019,1500.2,60.4,44.9,,234.7,,,141.1,35.9,820.9,,143.5,18.8,,,
Greece,Total,2020,3577.8,434.0,78.3,,362.3,,,247.0,65.2,1871.6,,469.1,50.3,,,
Greece,Male,2020,2042.3,204.3,32.7,,156.8,,,122.2,33.2,1111.6,,348.0,33.7,,,
Greece,Female,2020,1535.4,229.7,45.7,,205.5,,,124.9,32.0,760.1,,121.1,16.6,,,
Greece,Total,2021,3928.0,240.0,77.5,,381.4,,,301.8,92.1,2178.3,,548.6,108.2,,,
Greece,Male,2021,2270.2,101.5,31.1,,145.4,,,150.1,45.5,1314.4,,413.1,69.2,,,
Greece,Female,2021,1657.8,138.6,46.4,,236.0,,,151.7,46.7,863.8,,135.5,39.1,,,
Guatemala,Total,2011,5341.2,,302.3,,877.5,,,342.0,412.0,1990.9,,1416.5,,,,
Guatemala,Male,2011,3582.4,,71.0,,431.5,,,194.2,260.9,1601.6,,1023.1,,,,
Guatemala,Female,2011,1758.8,,231.3,,446.0,,,147.8,151.1,389.2,,393.4,,,,
Guatemala,Total,2012,6055.8,,611.4,,1003.9,,,430.5,345.3,2005.4,,1659.4,,,,
Guatemala,Male,2012,3829.2,,191.7,,449.4,,,287.6,224.9,1541.6,,1134.0,,,,
Guatemala,Female,2012,2226.7,,419.7,,554.5,,,142.9,120.4,463.7,,525.4,,,,
Guatemala,Total,2013,6096.8,,418.9,,1007.5,,,451.6,406.3,2414.5,,1398.1,,,,
Guatemala,Male,2013,3947.1,,156.3,,466.3,,,289.9,284.8,1802.4,,947.5,,,,
Guatemala,Female,2013,2149.6,,262.6,,541.3,,,161.7,121.4,612.1,,450.5,,,,
Guatemala,Total,2014,6445.3,,311.1,,939.1,,,494.9,396.4,2562.8,,1741.0,,,,
Guatemala,Male,2014,4218.8,,92.0,,471.9,,,320.5,254.2,1872.9,,1207.3,,,,
Guatemala,Female,2014,2226.6,,219.1,,467.2,,,174.3,142.3,689.9,,533.7,,,,
Guatemala,Total,2015,6325.8,,381.1,,1040.6,,,435.5,468.8,2396.3,,1603.4,,,,
Guatemala,Male,2015,4221.2,,128.3,,535.5,,,296.4,290.1,1855.1,,1115.7,,,,
Guatemala,Female,2015,2104.6,,252.8,,505.0,,,139.1,178.7,541.2,,487.8,,,,
Guyana,Total,2018,251.6,15.6,17.8,,29.0,,,14.7,10.5,96.4,,66.4,1.2,,,
Guyana,Male,2018,152.7,9.0,9.0,,16.2,,,8.4,6.2,55.6,,47.1,1.1,,,
Guyana,Female,2018,98.9,6.5,8.8,,12.8,,,6.3,4.2,40.8,,19.3,0.1,,,
Guyana,Total,2019,241.1,11.5,10.7,,24.2,,,13.9,9.0,105.9,,64.5,1.5,,,
Guyana,Male,2019,144.2,6.7,4.9,,12.9,,,7.5,5.3,59.5,,46.2,1.1,,,
Guyana,Female,2019,96.9,4.9,5.8,,11.2,,,6.4,3.7,46.4,,18.3,0.3,,,
Haiti,Total,2012,3866.3,860.4,238.1,,493.4,,,221.4,294.9,692.9,,1065.3,,,,
Haiti,Male,2012,2197.9,382.6,129.4,,268.9,,,119.9,192.3,456.6,,648.2,,,,
Haiti,Female,2012,1668.4,477.8,108.7,,224.5,,,101.4,102.6,236.3,,417.1,,,,
Honduras,Total,2011,3096.0,46.6,266.6,,379.7,,,173.6,230.9,1013.0,,985.6,,,,
Honduras,Male,2011,2008.4,26.4,90.9,,195.6,,,113.9,166.6,724.6,,690.4,,,,
Honduras,Female,2011,1087.6,20.2,175.7,,184.1,,,59.7,64.3,288.4,,295.2,,,,
Honduras,Total,2012,3116.4,49.6,289.5,,339.3,,,230.6,245.2,939.8,,1022.4,,,,
Honduras,Male,2012,2030.8,29.5,91.1,,172.2,,,152.0,185.5,662.2,,738.2,,,,
Honduras,Female,2012,1085.6,20.1,198.4,,167.1,,,78.5,59.6,277.6,,284.2,,,,
Honduras,Total,2013,3340.7,89.1,379.6,,469.9,,,195.0,239.6,973.3,,994.2,,,,
Honduras,Male,2013,2110.0,54.3,141.8,,278.1,,,137.6,169.1,675.3,,653.8,,,,
Honduras,Female,2013,1230.7,34.7,237.7,,191.9,,,57.4,70.4,298.1,,340.4,,,,
Honduras,Total,2014,3314.1,100.0,396.1,,420.9,,,188.0,215.3,965.7,,1027.7,,,,
Honduras,Male,2014,2043.0,52.9,142.3,,254.6,,,132.2,152.2,641.9,,666.8,,,,
Honduras,Female,2014,1271.1,47.1,253.8,,166.3,,,55.7,63.1,323.8,,360.9,,,,
Honduras,Total,2015,3476.3,126.2,432.2,,454.9,,,173.8,235.7,943.8,,1109.7,,,,
Honduras,Male,2015,2130.0,74.9,154.8,,262.3,,,119.7,163.1,640.2,,714.9,,,,
Honduras,Female,2015,1346.3,51.3,277.3,,192.6,,,54.1,72.5,303.5,,394.8,,,,
Honduras,Total,2016,3513.9,76.5,405.1,,445.6,,,179.6,225.9,988.1,,1193.1,,,,
Honduras,Male,2016,2143.7,44.9,140.2,,238.7,,,119.1,169.0,658.7,,773.2,,,,
Honduras,Female,2016,1370.2,31.7,264.8,,206.9,,,60.5,56.9,329.4,,419.9,,,,
Honduras,Total,2017,3667.3,88.8,464.6,,477.8,,,181.7,278.8,1045.2,,1129.8,,,,
Honduras,Male,2017,2270.8,52.6,151.2,,259.3,,,128.1,201.9,731.7,,746.1,,,,
Honduras,Female,2017,1396.5,36.3,313.5,,218.5,,,53.6,77.0,313.5,,383.7,,,,
Honduras,Total,2018,3934.8,139.3,464.6,,516.1,,,206.3,251.6,986.8,,1353.6,16.6,,,
Honduras,Male,2018,2368.7,73.0,134.7,,274.4,,,145.6,170.6,697.1,,868.7,4.7,,,
Honduras,Female,2018,1566.1,66.3,329.9,,241.7,,,60.7,81.1,289.7,,484.8,11.9,,,
Honduras,Total,2019,3925.3,129.2,351.7,,508.7,,,212.5,249.1,1066.0,,1313.5,94.6,,,
Honduras,Male,2019,2398.9,70.7,117.1,,256.8,,,142.5,187.6,757.9,,861.1,5.3,,,
Honduras,Female,2019,1526.3,58.4,234.6,,251.9,,,70.0,61.5,308.2,,452.5,89.3,,,
"Hong Kong, China",Total,2011,3576.0,56.0,86.0,,191.0,,,160.0,260.0,1548.0,,1276.0,,,,
"Hong Kong, China",Male,2011,1865.0,27.0,33.0,,82.0,,,77.0,127.0,855.0,,664.0,,,,
"Hong Kong, China",Female,2011,1711.0,29.0,53.0,,109.0,,,84.0,133.0,693.0,,612.0,,,,
"Hong Kong, China",Total,2012,3658.0,53.4,94.7,,263.2,,,147.6,245.8,1617.6,,1235.7,,,,
"Hong Kong, China",Male,2012,1896.6,25.6,36.0,,122.0,,,75.4,122.5,887.3,,627.7,,,,
"Hong Kong, China",Female,2012,1761.4,27.7,58.7,,141.2,,,72.1,123.3,730.3,,608.1,,,,
"Hong Kong, China",Total,2013,3724.0,54.9,102.8,,235.8,,,172.5,280.0,1681.9,,1196.1,,,,
"Hong Kong, China",Male,2013,1917.6,24.9,36.8,,102.7,,,85.7,136.4,924.9,,606.3,,,,
"Hong Kong, China",Female,2013,1806.5,30.1,66.0,,133.2,,,86.8,143.6,757.0,,589.8,,,,
"Hong Kong, China",Total,2014,3743.5,70.4,112.4,,279.8,,,190.7,273.5,1665.9,,1150.9,,,,
"Hong Kong, China",Male,2014,1918.7,36.2,42.6,,127.7,,,94.9,134.6,897.1,,585.5,,,,
"Hong Kong, China",Female,2014,1824.8,34.2,69.7,,152.1,,,95.7,139.0,768.7,,565.3,,,,
"Hong Kong, China",Total,2015,3773.8,64.3,117.9,,269.1,,,168.4,263.2,1758.9,,1132.1,,,,
"Hong Kong, China",Male,2015,1928.5,29.6,44.8,,119.3,,,84.4,132.1,949.1,,569.3,,,,
"Hong Kong, China",Female,2015,1845.3,34.7,73.1,,149.8,,,84.0,131.1,809.8,,562.8,,,,
"Hong Kong, China",Total,2016,3787.1,73.6,120.0,,247.8,,,197.2,281.8,1733.0,,1133.7,,,,
"Hong Kong, China",Male,2016,1922.1,33.9,44.4,,109.3,,,97.5,138.1,937.0,,562.0,,,,
"Hong Kong, China",Female,2016,1865.0,39.7,75.6,,138.6,,,99.6,143.8,796.0,,571.7,,,,
Hungary,Total,2011,3759.0,127.2,35.9,,216.3,,,259.6,57.1,2792.2,,270.8,,,,
Hungary,Male,2011,2021.0,53.1,15.7,,88.1,,,120.7,27.7,1512.6,,203.1,,,,
Hungary,Female,2011,1738.0,74.1,20.2,,128.3,,,138.9,29.3,1279.6,,67.6,,,,
Hungary,Total,2012,3827.2,147.5,48.5,,313.0,,,296.3,59.3,2700.6,,262.1,,,,
Hungary,Male,2012,2048.8,63.0,19.1,,137.0,,,141.5,28.1,1465.6,,194.5,,,,
Hungary,Female,2012,1778.4,84.4,29.4,,176.0,,,154.8,31.2,1235.0,,67.6,,,,
Hungary,Total,2013,3892.8,131.8,48.3,,274.8,,,456.1,56.9,2649.4,,275.5,,,,
Hungary,Male,2013,2103.7,54.4,21.1,,117.5,,,223.5,29.6,1455.3,,202.3,,,,
Hungary,Female,2013,1789.0,77.4,27.1,,157.3,,,232.6,27.3,1194.1,,73.3,,,,
Hungary,Total,2014,4100.8,136.4,56.4,,323.7,,,388.7,50.5,2874.3,,270.8,,,,
Hungary,Male,2014,2220.5,59.7,25.6,,146.0,,,196.0,27.5,1569.5,,196.2,,,,
Hungary,Female,2014,1880.4,76.7,30.8,,177.6,,,192.8,23.1,1304.7,,74.6,,,,
Hungary,Total,2015,4210.5,155.7,61.0,,319.2,,,419.8,47.1,2939.1,,268.6,,,,
Hungary,Male,2015,2283.5,66.3,27.4,,144.6,,,208.9,24.1,1611.6,,200.6,,,,
Hungary,Female,2015,1927.0,89.3,33.6,,174.6,,,210.9,23.0,1327.5,,68.0,,,,
Hungary,Total,2016,4351.6,140.7,53.1,,278.8,,,309.4,42.1,3252.0,,275.5,,,,
Hungary,Male,2016,2362.5,58.1,22.4,,120.2,,,149.5,21.9,1784.4,,206.0,,,,
Hungary,Female,2016,1989.1,82.6,30.7,,158.6,,,159.9,20.2,1467.6,,69.6,,,,
Hungary,Total,2017,4421.4,162.2,49.5,,251.0,,,568.4,40.3,3065.8,,284.2,,,,
Hungary,Male,2017,2417.3,75.7,22.2,,104.6,,,287.4,21.0,1695.9,,210.5,,,,
Hungary,Female,2017,2004.1,86.5,27.3,,146.5,,,280.9,19.3,1369.9,,73.8,,,,
Hungary,Total,2018,4469.5,176.2,56.2,,389.9,,,457.0,52.6,3094.9,,242.6,,,,
Hungary,Male,2018,2446.2,75.2,21.7,,179.9,,,239.3,27.8,1715.3,,187.0,,,,
Hungary,Female,2018,2023.3,101.0,34.5,,210.0,,,217.7,24.9,1379.6,,55.6,,,,
Hungary,Total,2019,4512.1,182.4,59.6,,284.5,,,636.7,52.2,3072.4,,224.5,,,,
Hungary,Male,2019,2479.7,80.3,25.4,,123.0,,,333.0,30.2,1716.1,,171.7,,,,
Hungary,Female,2019,2032.4,102.1,34.2,,161.5,,,303.7,21.9,1356.3,,52.8,,,,
Hungary,Total,2020,4460.5,287.3,67.5,,326.5,,,431.1,47.6,3135.3,,165.2,,,,
Hungary,Male,2020,2461.0,136.2,26.2,,151.6,,,230.7,26.1,1768.3,,121.8,,,,
Hungary,Female,2020,1999.5,151.1,41.3,,174.8,,,200.4,21.4,1367.0,,43.4,,,,
Hungary,Total,2021,4641.9,399.7,57.0,,265.2,,,538.3,42.2,3166.3,,173.2,,,,
Hungary,Male,2021,2476.1,117.1,23.8,,112.1,,,285.5,22.3,1786.2,,129.2,,,,
Hungary,Female,2021,2165.7,282.6,33.3,,153.1,,,252.7,19.9,1380.1,,44.0,,,,
Iceland,Total,2011,166.0,20.4,10.5,,21.0,,,13.5,8.7,62.1,,29.7,,,,
Iceland,Male,2011,86.4,9.1,4.6,,7.1,,,4.4,3.6,34.1,,23.5,,,,
Iceland,Female,2011,79.6,11.4,5.9,,13.9,,,9.1,5.2,28.0,,6.2,,,,
Iceland,Total,2012,167.9,20.8,11.8,,20.2,,,13.1,9.3,62.4,,30.4,,,,
Iceland,Male,2012,87.4,9.8,4.7,,7.5,,,4.2,4.0,33.1,,24.2,,,,
Iceland,Female,2012,80.5,11.0,7.1,,12.7,,,8.9,5.3,29.2,,6.2,,,,
Iceland,Total,2013,173.2,22.1,11.9,,22.3,,,13.8,9.3,61.3,,32.6,,,,
Iceland,Male,2013,90.5,9.7,4.7,,8.3,,,4.7,3.8,33.8,,25.4,,,,
Iceland,Female,2013,82.8,12.3,7.2,,13.9,,,9.1,5.6,27.5,,7.2,,,,
